Year,Institute,Branch,Category,Opening_Rank,Closing_Rank,Quota
2023,MNNIT Allahabad,Information Technology,EWS,2644,3342,Other State
2023,MNNIT Allahabad,Information Technology,PwD,1,1072,Other State
2023,NIT Calicut,Computer Science and Engineering,General,7328,9002,Other State
2023,NIT Calicut,Computer Science and Engineering,OBC-NCL,2856,4585,Other State
2023,NIT Calicut,Computer Science and Engineering,SC,1428,2124,Other State
2023,NIT Calicut,Computer Science and Engineering,ST,1109,1697,Other State
2023,NIT Calicut,Computer Science and Engineering,EWS,2623,4580,Other State
2023,NIT Calicut,Computer Science and Engineering,PwD,147,1394,Other State
2023,NIT Calicut,Electronics and Communication Engineering,General,11582,12290,Other State
2023,NIT Calicut,Electronics and Communication Engineering,OBC-NCL,4569,5733,Other State
2023,NIT Calicut,Electronics and Communication Engineering,SC,2132,3502,Other State
2023,NIT Calicut,Electronics and Communication Engineering,ST,1759,3388,Other State
2023,NIT Calicut,Electronics and Communication Engineering,EWS,4233,5430,Other State
2023,NIT Calicut,Electronics and Communication Engineering,PwD,14,1107,Other State
2023,NIT Calicut,Electrical Engineering,General,17274,18659,Other State
2023,NIT Calicut,Electrical Engineering,OBC-NCL,7099,8814,Other State
2023,NIT Calicut,Electrical Engineering,SC,3604,5082,Other State
2023,NIT Calicut,Electrical Engineering,ST,2623,4078,Other State
2023,NIT Calicut,Electrical Engineering,EWS,6271,8161,Other State
2023,NIT Calicut,Electrical Engineering,PwD,291,934,Other State
2023,NIT Calicut,Mechanical Engineering,General,17583,18298,Other State
2023,NIT Calicut,Mechanical Engineering,OBC-NCL,7120,7943,Other State
2023,NIT Calicut,Mechanical Engineering,SC,3294,4010,Other State
2023,NIT Calicut,Mechanical Engineering,ST,2444,3126,Other State
2023,NIT Calicut,Mechanical Engineering,EWS,6159,7603,Other State
2023,NIT Calicut,Mechanical Engineering,PwD,331,1297,Other State
2023,NIT Calicut,Civil Engineering,General,17504,19171,Other State
2023,NIT Calicut,Civil Engineering,OBC-NCL,6870,8383,Other State
2023,NIT Calicut,Civil Engineering,SC,3511,4605,Other State
2023,NIT Calicut,Civil Engineering,ST,2451,4247,Other State
2023,NIT Calicut,Civil Engineering,EWS,6080,6752,Other State
2023,NIT Calicut,Civil Engineering,PwD,1,1679,Other State
2023,NIT Calicut,Information Technology,General,7059,8104,Other State
2023,NIT Calicut,Information Technology,OBC-NCL,2735,3752,Other State
2023,NIT Calicut,Information Technology,SC,1464,2097,Other State
2023,NIT Calicut,Information Technology,ST,1171,2820,Other State
2023,NIT Calicut,Information Technology,EWS,2673,3858,Other State
2023,NIT Calicut,Information Technology,PwD,23,853,Other State
2023,NIT Durgapur,Computer Science and Engineering,General,7075,8981,Other State
2023,NIT Durgapur,Computer Science and Engineering,OBC-NCL,2814,4207,Other State
2023,NIT Durgapur,Computer Science and Engineering,SC,1533,2931,Other State
2023,NIT Durgapur,Computer Science and Engineering,ST,961,2650,Other State
2023,NIT Durgapur,Computer Science and Engineering,EWS,2525,3102,Other State
2023,NIT Durgapur,Computer Science and Engineering,PwD,1,1188,Other State
2023,NIT Durgapur,Electronics and Communication Engineering,General,11420,12485,Other State
2023,NIT Durgapur,Electronics and Communication Engineering,OBC-NCL,4623,6368,Other State
2023,NIT Durgapur,Electronics and Communication Engineering,SC,2434,4285,Other State
2023,NIT Durgapur,Electronics and Communication Engineering,ST,1718,3353,Other State
2023,NIT Durgapur,Electronics and Communication Engineering,EWS,4082,5664,Other State
2023,NIT Durgapur,Electronics and Communication Engineering,PwD,242,1646,Other State
2023,NIT Durgapur,Electrical Engineering,General,17308,18476,Other State
2023,NIT Durgapur,Electrical Engineering,OBC-NCL,6950,8673,Other State
2023,NIT Durgapur,Electrical Engineering,SC,3591,4798,Other State
2023,NIT Durgapur,Electrical Engineering,ST,2444,3322,Other State
2023,NIT Durgapur,Electrical Engineering,EWS,6276,7012,Other State
2023,NIT Durgapur,Electrical Engineering,PwD,77,859,Other State
2023,NIT Durgapur,Mechanical Engineering,General,17200,18163,Other State
2023,NIT Durgapur,Mechanical Engineering,OBC-NCL,6989,8455,Other State
2023,NIT Durgapur,Mechanical Engineering,SC,3451,5061,Other State
2023,NIT Durgapur,Mechanical Engineering,ST,2450,4096,Other State
2023,NIT Durgapur,Mechanical Engineering,EWS,6220,8041,Other State
2023,NIT Durgapur,Mechanical Engineering,PwD,346,1535,Other State
2023,NIT Durgapur,Civil Engineering,General,17262,17926,Other State
2023,NIT Durgapur,Civil Engineering,OBC-NCL,6946,7828,Other State
2023,NIT Durgapur,Civil Engineering,SC,3488,5443,Other State
2023,NIT Durgapur,Civil Engineering,ST,2798,3521,Other State
2023,NIT Durgapur,Civil Engineering,EWS,5892,6763,Other State
2023,NIT Durgapur,Civil Engineering,PwD,148,2117,Other State
2023,NIT Durgapur,Information Technology,General,7148,7763,Other State
2023,NIT Durgapur,Information Technology,OBC-NCL,2969,3915,Other State
2023,NIT Durgapur,Information Technology,SC,1617,3393,Other State
2023,NIT Durgapur,Information Technology,ST,1203,2117,Other State
2023,NIT Durgapur,Information Technology,EWS,2431,3822,Other State
2023,NIT Durgapur,Information Technology,PwD,1,1163,Other State
2023,NIT Jaipur,Computer Science and Engineering,General,7387,8960,Other State
2023,NIT Jaipur,Computer Science and Engineering,OBC-NCL,2905,4763,Other State
2023,NIT Jaipur,Computer Science and Engineering,SC,1328,2878,Other State
2023,NIT Jaipur,Computer Science and Engineering,ST,1157,2218,Other State
2023,NIT Jaipur,Computer Science and Engineering,EWS,2628,3374,Other State
2023,NIT Jaipur,Computer Science and Engineering,PwD,135,1021,Other State
2023,NIT Jaipur,Electronics and Communication Engineering,General,11589,12647,Other State
2023,NIT Jaipur,Electronics and Communication Engineering,OBC-NCL,4800,6283,Other State
2023,NIT Jaipur,Electronics and Communication Engineering,SC,2471,4250,Other State
2023,NIT Jaipur,Electronics and Communication Engineering,ST,1761,3013,Other State
2023,NIT Jaipur,Electronics and Communication Engineering,EWS,4127,5651,Other State
2023,NIT Jaipur,Electronics and Communication Engineering,PwD,1,1970,Other State
2023,NIT Jaipur,Electrical Engineering,General,17278,19037,Other State
2023,NIT Jaipur,Electrical Engineering,OBC-NCL,7093,8481,Other State
2023,NIT Jaipur,Electrical Engineering,SC,3628,5249,Other State
2023,NIT Jaipur,Electrical Engineering,ST,2491,3492,Other State
2023,NIT Jaipur,Electrical Engineering,EWS,6081,7345,Other State
2023,NIT Jaipur,Electrical Engineering,PwD,11,524,Other State
2023,NIT Jaipur,Mechanical Engineering,General,17591,19461,Other State
2023,NIT Jaipur,Mechanical Engineering,OBC-NCL,7069,7954,Other State
2023,NIT Jaipur,Mechanical Engineering,SC,3488,5368,Other State
2023,NIT Jaipur,Mechanical Engineering,ST,2498,4115,Other State
2023,NIT Jaipur,Mechanical Engineering,EWS,5982,6821,Other State
2023,NIT Jaipur,Mechanical Engineering,PwD,58,2026,Other State
2023,NIT Jaipur,Civil Engineering,General,17444,18989,Other State
2023,NIT Jaipur,Civil Engineering,OBC-NCL,7050,7855,Other State
2023,NIT Jaipur,Civil Engineering,SC,3401,5052,Other State
2023,NIT Jaipur,Civil Engineering,ST,2522,3960,Other State
2023,NIT Jaipur,Civil Engineering,EWS,6162,7509,Other State
2023,NIT Jaipur,Civil Engineering,PwD,103,1758,Other State
2023,NIT Jaipur,Information Technology,General,7134,8495,Other State
2023,NIT Jaipur,Information Technology,OBC-NCL,3089,4181,Other State
2023,NIT Jaipur,Information Technology,SC,1574,3166,Other State
2023,NIT Jaipur,Information Technology,ST,1034,1981,Other State
2023,NIT Jaipur,Information Technology,EWS,2352,3670,Other State
2023,NIT Jaipur,Information Technology,PwD,1,1689,Other State
2023,NIT Kurukshetra,Computer Science and Engineering,General,7250,8458,Other State
2023,NIT Kurukshetra,Computer Science and Engineering,OBC-NCL,2884,3648,Other State
2023,NIT Kurukshetra,Computer Science and Engineering,SC,1612,2723,Other State
2023,NIT Kurukshetra,Computer Science and Engineering,ST,1228,2559,Other State
2023,NIT Kurukshetra,Computer Science and Engineering,EWS,2550,4351,Other State
2023,NIT Kurukshetra,Computer Science and Engineering,PwD,33,1995,Other State
2023,NIT Kurukshetra,Electronics and Communication Engineering,General,11556,13501,Other State
2023,NIT Kurukshetra,Electronics and Communication Engineering,OBC-NCL,4690,6067,Other State
2023,NIT Kurukshetra,Electronics and Communication Engineering,SC,2216,3245,Other State
2023,NIT Kurukshetra,Electronics and Communication Engineering,ST,1866,3326,Other State
2023,NIT Kurukshetra,Electronics and Communication Engineering,EWS,4241,4837,Other State
2023,NIT Kurukshetra,Electronics and Communication Engineering,PwD,1,716,Other State
2023,NIT Kurukshetra,Electrical Engineering,General,17331,19114,Other State
2023,NIT Kurukshetra,Electrical Engineering,OBC-NCL,6884,8489,Other State
2023,NIT Kurukshetra,Electrical Engineering,SC,3562,4120,Other State
2023,NIT Kurukshetra,Electrical Engineering,ST,2441,3101,Other State
2023,NIT Kurukshetra,Electrical Engineering,EWS,6173,6778,Other State
2023,NIT Kurukshetra,Electrical Engineering,PwD,78,2040,Other State
2023,NIT Kurukshetra,Mechanical Engineering,General,17427,18244,Other State
2023,NIT Kurukshetra,Mechanical Engineering,OBC-NCL,7049,8422,Other State
2023,NIT Kurukshetra,Mechanical Engineering,SC,3335,4459,Other State
2023,NIT Kurukshetra,Mechanical Engineering,ST,2422,4385,Other State
2023,NIT Kurukshetra,Mechanical Engineering,EWS,5907,7100,Other State
2023,NIT Kurukshetra,Mechanical Engineering,PwD,86,814,Other State
2023,NIT Kurukshetra,Civil Engineering,General,17370,18164,Other State
2023,NIT Kurukshetra,Civil Engineering,OBC-NCL,6948,7873,Other State
2023,NIT Kurukshetra,Civil Engineering,SC,3358,4515,Other State
2023,NIT Kurukshetra,Civil Engineering,ST,2591,3589,Other State
2023,NIT Kurukshetra,Civil Engineering,EWS,6175,7436,Other State
2023,NIT Kurukshetra,Civil Engineering,PwD,327,1652,Other State
2023,NIT Kurukshetra,Information Technology,General,7245,7815,Other State
2023,NIT Kurukshetra,Information Technology,OBC-NCL,2947,3592,Other State
2023,NIT Kurukshetra,Information Technology,SC,1355,3174,Other State
2023,NIT Kurukshetra,Information Technology,ST,956,1925,Other State
2023,NIT Kurukshetra,Information Technology,EWS,2529,4120,Other State
2023,NIT Kurukshetra,Information Technology,PwD,176,727,Other State
2023,NIT Nagpur,Computer Science and Engineering,General,7419,8281,Other State
2023,NIT Nagpur,Computer Science and Engineering,OBC-NCL,2984,4400,Other State
2023,NIT Nagpur,Computer Science and Engineering,SC,1583,2603,Other State
2023,NIT Nagpur,Computer Science and Engineering,ST,1137,3091,Other State
2023,NIT Nagpur,Computer Science and Engineering,EWS,2668,4489,Other State
2023,NIT Nagpur,Computer Science and Engineering,PwD,55,1245,Other State
2023,NIT Nagpur,Electronics and Communication Engineering,General,11597,13248,Other State
2023,NIT Nagpur,Electronics and Communication Engineering,OBC-NCL,4459,6393,Other State
2023,NIT Nagpur,Electronics and Communication Engineering,SC,2447,4035,Other State
2023,NIT Nagpur,Electronics and Communication Engineering,ST,1721,2461,Other State
2023,NIT Nagpur,Electronics and Communication Engineering,EWS,4227,5262,Other State
2023,NIT Nagpur,Electronics and Communication Engineering,PwD,299,2253,Other State
2023,NIT Nagpur,Electrical Engineering,General,17282,18763,Other State
2023,NIT Nagpur,Electrical Engineering,OBC-NCL,7078,8528,Other State
2023,NIT Nagpur,Electrical Engineering,SC,3595,4705,Other State
2023,NIT Nagpur,Electrical Engineering,ST,2471,3256,Other State
2023,NIT Nagpur,Electrical Engineering,EWS,5911,6869,Other State
2023,NIT Nagpur,Electrical Engineering,PwD,185,810,Other State
2023,NIT Nagpur,Mechanical Engineering,General,17241,18350,Other State
2023,NIT Nagpur,Mechanical Engineering,OBC-NCL,6790,8471,Other State
2023,NIT Nagpur,Mechanical Engineering,SC,3391,4292,Other State
2023,NIT Nagpur,Mechanical Engineering,ST,2656,3277,Other State
2023,NIT Nagpur,Mechanical Engineering,EWS,6162,7979,Other State
2023,NIT Nagpur,Mechanical Engineering,PwD,371,1341,Other State
2023,NIT Nagpur,Civil Engineering,General,17406,19039,Other State
2023,NIT Nagpur,Civil Engineering,OBC-NCL,7037,8105,Other State
2023,NIT Nagpur,Civil Engineering,SC,3570,5207,Other State
2023,NIT Nagpur,Civil Engineering,ST,2790,4186,Other State
2023,NIT Nagpur,Civil Engineering,EWS,6197,7549,Other State
2023,NIT Nagpur,Civil Engineering,PwD,171,991,Other State
2023,NIT Nagpur,Information Technology,General,7228,8624,Other State
2023,NIT Nagpur,Information Technology,OBC-NCL,2918,4206,Other State
2023,NIT Nagpur,Information Technology,SC,1265,2256,Other State
2023,NIT Nagpur,Information Technology,ST,1265,1825,Other State
2023,NIT Nagpur,Information Technology,EWS,2390,3427,Other State
2023,NIT Nagpur,Information Technology,PwD,207,1694,Other State
2024,NIT Trichy,Computer Science and Engineering,General,1814,2899,Other State
2024,NIT Trichy,Computer Science and Engineering,OBC-NCL,771,1441,Other State
2024,NIT Trichy,Computer Science and Engineering,SC,462,1496,Other State
2024,NIT Trichy,Computer Science and Engineering,ST,482,1674,Other State
2024,NIT Trichy,Computer Science and Engineering,EWS,808,1415,Other State
2024,NIT Trichy,Computer Science and Engineering,PwD,153,1838,Other State
2024,NIT Trichy,Electronics and Communication Engineering,General,4001,5505,Other State
2024,NIT Trichy,Electronics and Communication Engineering,OBC-NCL,1565,2654,Other State
2024,NIT Trichy,Electronics and Communication Engineering,SC,595,1421,Other State
2024,NIT Trichy,Electronics and Communication Engineering,ST,480,1638,Other State
2024,NIT Trichy,Electronics and Communication Engineering,EWS,1166,2699,Other State
2024,NIT Trichy,Electronics and Communication Engineering,PwD,1,1605,Other State
2024,NIT Trichy,Electrical Engineering,General,6439,8112,Other State
2024,NIT Trichy,Electrical Engineering,OBC-NCL,2687,4059,Other State
2024,NIT Trichy,Electrical Engineering,SC,1439,2067,Other State
2024,NIT Trichy,Electrical Engineering,ST,1013,2013,Other State
2024,NIT Trichy,Electrical Engineering,EWS,2132,3853,Other State
2024,NIT Trichy,Electrical Engineering,PwD,75,1476,Other State
2024,NIT Trichy,Mechanical Engineering,General,6344,7964,Other State
2024,NIT Trichy,Mechanical Engineering,OBC-NCL,2678,3712,Other State
2024,NIT Trichy,Mechanical Engineering,SC,1490,3057,Other State
2024,NIT Trichy,Mechanical Engineering,ST,801,2094,Other State
2024,NIT Trichy,Mechanical Engineering,EWS,2171,3645,Other State
2024,NIT Trichy,Mechanical Engineering,PwD,1,1121,Other State
2024,NIT Trichy,Civil Engineering,General,6354,7557,Other State
2024,NIT Trichy,Civil Engineering,OBC-NCL,2618,3302,Other State
2024,NIT Trichy,Civil Engineering,SC,1168,2821,Other State
2024,NIT Trichy,Civil Engineering,ST,829,2176,Other State
2024,NIT Trichy,Civil Engineering,EWS,2161,3466,Other State
2024,NIT Trichy,Civil Engineering,PwD,1,1858,Other State
2024,NIT Trichy,Information Technology,General,1903,2481,Other State
2024,NIT Trichy,Information Technology,OBC-NCL,646,1558,Other State
2024,NIT Trichy,Information Technology,SC,223,891,Other State
2024,NIT Trichy,Information Technology,ST,260,1342,Other State
2024,NIT Trichy,Information Technology,EWS,484,2321,Other State
2024,NIT Trichy,Information Technology,PwD,1,787,Other State
2024,NIT Surathkal,Computer Science and Engineering,General,1831,3397,Other State
2024,NIT Surathkal,Computer Science and Engineering,OBC-NCL,970,2086,Other State
2024,NIT Surathkal,Computer Science and Engineering,SC,190,959,Other State
2024,NIT Surathkal,Computer Science and Engineering,ST,271,1288,Other State
2024,NIT Surathkal,Computer Science and Engineering,EWS,584,2117,Other State
2024,NIT Surathkal,Computer Science and Engineering,PwD,1,1614,Other State
2024,NIT Surathkal,Electronics and Communication Engineering,General,3925,5094,Other State
2024,NIT Surathkal,Electronics and Communication Engineering,OBC-NCL,1587,3003,Other State
2024,NIT Surathkal,Electronics and Communication Engineering,SC,705,2160,Other State
2024,NIT Surathkal,Electronics and Communication Engineering,ST,593,2213,Other State
2024,NIT Surathkal,Electronics and Communication Engineering,EWS,1238,2952,Other State
2024,NIT Surathkal,Electronics and Communication Engineering,PwD,8,563,Other State
2024,NIT Surathkal,Electrical Engineering,General,6507,7559,Other State
2024,NIT Surathkal,Electrical Engineering,OBC-NCL,2431,3504,Other State
2024,NIT Surathkal,Electrical Engineering,SC,1254,2037,Other State
2024,NIT Surathkal,Electrical Engineering,ST,983,1669,Other State
2024,NIT Surathkal,Electrical Engineering,EWS,2204,3342,Other State
2024,NIT Surathkal,Electrical Engineering,PwD,156,769,Other State
2024,NIT Surathkal,Mechanical Engineering,General,6498,7010,Other State
2024,NIT Surathkal,Mechanical Engineering,OBC-NCL,2670,4408,Other State
2024,NIT Surathkal,Mechanical Engineering,SC,1377,2323,Other State
2024,NIT Surathkal,Mechanical Engineering,ST,977,1550,Other State
2024,NIT Surathkal,Mechanical Engineering,EWS,2099,2699,Other State
2024,NIT Surathkal,Mechanical Engineering,PwD,40,966,Other State
2024,NIT Surathkal,Civil Engineering,General,6416,8105,Other State
2024,NIT Surathkal,Civil Engineering,OBC-NCL,2440,3368,Other State
2024,NIT Surathkal,Civil Engineering,SC,1443,3390,Other State
2024,NIT Surathkal,Civil Engineering,ST,1140,2783,Other State
2024,NIT Surathkal,Civil Engineering,EWS,2171,3327,Other State
2024,NIT Surathkal,Civil Engineering,PwD,80,808,Other State
2024,NIT Surathkal,Information Technology,General,2062,3715,Other State
2024,NIT Surathkal,Information Technology,OBC-NCL,931,2319,Other State
2024,NIT Surathkal,Information Technology,SC,507,1990,Other State
2024,NIT Surathkal,Information Technology,ST,228,1563,Other State
2024,NIT Surathkal,Information Technology,EWS,818,2614,Other State
2024,NIT Surathkal,Information Technology,PwD,1,1318,Other State
2024,NIT Warangal,Computer Science and Engineering,General,2117,3734,Other State
2024,NIT Warangal,Computer Science and Engineering,OBC-NCL,747,2200,Other State
2024,NIT Warangal,Computer Science and Engineering,SC,392,2256,Other State
2024,NIT Warangal,Computer Science and Engineering,ST,240,1434,Other State
2024,NIT Warangal,Computer Science and Engineering,EWS,633,1718,Other State
2024,NIT Warangal,Computer Science and Engineering,PwD,183,1595,Other State
2024,NIT Warangal,Electronics and Communication Engineering,General,3973,4968,Other State
2024,NIT Warangal,Electronics and Communication Engineering,OBC-NCL,1571,2171,Other State
2024,NIT Warangal,Electronics and Communication Engineering,SC,624,2229,Other State
2024,NIT Warangal,Electronics and Communication Engineering,ST,401,973,Other State
2024,NIT Warangal,Electronics and Communication Engineering,EWS,1178,3134,Other State
2024,NIT Warangal,Electronics and Communication Engineering,PwD,1,1235,Other State
2024,NIT Warangal,Electrical Engineering,General,6431,8292,Other State
2024,NIT Warangal,Electrical Engineering,OBC-NCL,2775,3833,Other State
2024,NIT Warangal,Electrical Engineering,SC,1206,1970,Other State
2024,NIT Warangal,Electrical Engineering,ST,979,2581,Other State
2024,NIT Warangal,Electrical Engineering,EWS,2229,3716,Other State
2024,NIT Warangal,Electrical Engineering,PwD,111,1141,Other State
2024,NIT Warangal,Mechanical Engineering,General,6645,7682,Other State
2024,NIT Warangal,Mechanical Engineering,OBC-NCL,2616,4293,Other State
2024,NIT Warangal,Mechanical Engineering,SC,1253,1844,Other State
2024,NIT Warangal,Mechanical Engineering,ST,1112,2766,Other State
2024,NIT Warangal,Mechanical Engineering,EWS,2372,3658,Other State
2024,NIT Warangal,Mechanical Engineering,PwD,137,1224,Other State
2024,NIT Warangal,Civil Engineering,General,6476,7806,Other State
2024,NIT Warangal,Civil Engineering,OBC-NCL,2530,4102,Other State
2024,NIT Warangal,Civil Engineering,SC,1154,2319,Other State
2024,NIT Warangal,Civil Engineering,ST,1129,2960,Other State
2024,NIT Warangal,Civil Engineering,EWS,2430,3999,Other State
2024,NIT Warangal,Civil Engineering,PwD,166,1533,Other State
2024,NIT Warangal,Information Technology,General,2149,3056,Other State
2024,NIT Warangal,Information Technology,OBC-NCL,768,2089,Other State
2024,NIT Warangal,Information Technology,SC,507,2159,Other State
2024,NIT Warangal,Information Technology,ST,140,1929,Other State
2024,NIT Warangal,Information Technology,EWS,599,1562,Other State
2024,NIT Warangal,Information Technology,PwD,1,942,Other State
2024,NIT Rourkela,Computer Science and Engineering,General,6499,8179,Other State
2024,NIT Rourkela,Computer Science and Engineering,OBC-NCL,2747,4404,Other State
2024,NIT Rourkela,Computer Science and Engineering,SC,1499,2146,Other State
2024,NIT Rourkela,Computer Science and Engineering,ST,1110,2704,Other State
2024,NIT Rourkela,Computer Science and Engineering,EWS,2307,4164,Other State
2024,NIT Rourkela,Computer Science and Engineering,PwD,163,1328,Other State
2024,NIT Rourkela,Electronics and Communication Engineering,General,10289,12146,Other State
2024,NIT Rourkela,Electronics and Communication Engineering,OBC-NCL,4158,5842,Other State
2024,NIT Rourkela,Electronics and Communication Engineering,SC,1905,3549,Other State
2024,NIT Rourkela,Electronics and Communication Engineering,ST,1660,2883,Other State
2024,NIT Rourkela,Electronics and Communication Engineering,EWS,3501,4963,Other State
2024,NIT Rourkela,Electronics and Communication Engineering,PwD,1,959,Other State
2024,NIT Rourkela,Electrical Engineering,General,15401,16298,Other State
2024,NIT Rourkela,Electrical Engineering,OBC-NCL,6147,7956,Other State
2024,NIT Rourkela,Electrical Engineering,SC,2968,4631,Other State
2024,NIT Rourkela,Electrical Engineering,ST,2357,3412,Other State
2024,NIT Rourkela,Electrical Engineering,EWS,5528,6921,Other State
2024,NIT Rourkela,Electrical Engineering,PwD,53,1300,Other State
2024,NIT Rourkela,Mechanical Engineering,General,15681,16841,Other State
2024,NIT Rourkela,Mechanical Engineering,OBC-NCL,6343,7838,Other State
2024,NIT Rourkela,Mechanical Engineering,SC,2985,4230,Other State
2024,NIT Rourkela,Mechanical Engineering,ST,2226,3828,Other State
2024,NIT Rourkela,Mechanical Engineering,EWS,5464,6754,Other State
2024,NIT Rourkela,Mechanical Engineering,PwD,292,2069,Other State
2024,NIT Rourkela,Civil Engineering,General,15703,17606,Other State
2024,NIT Rourkela,Civil Engineering,OBC-NCL,6169,7264,Other State
2024,NIT Rourkela,Civil Engineering,SC,3195,4252,Other State
2024,NIT Rourkela,Civil Engineering,ST,2526,4232,Other State
2024,NIT Rourkela,Civil Engineering,EWS,5527,7372,Other State
2024,NIT Rourkela,Civil Engineering,PwD,55,632,Other State
2024,NIT Rourkela,Information Technology,General,6571,8433,Other State
2024,NIT Rourkela,Information Technology,OBC-NCL,2561,3298,Other State
2024,NIT Rourkela,Information Technology,SC,1233,2948,Other State
2024,NIT Rourkela,Information Technology,ST,1130,1907,Other State
2024,NIT Rourkela,Information Technology,EWS,2092,3115,Other State
2024,NIT Rourkela,Information Technology,PwD,44,666,Other State
2024,MNNIT Allahabad,Computer Science and Engineering,General,6545,8441,Other State
2024,MNNIT Allahabad,Computer Science and Engineering,OBC-NCL,2450,4044,Other State
2024,MNNIT Allahabad,Computer Science and Engineering,SC,1147,2689,Other State
2024,MNNIT Allahabad,Computer Science and Engineering,ST,1036,1619,Other State
2024,MNNIT Allahabad,Computer Science and Engineering,EWS,2229,3293,Other State
2024,MNNIT Allahabad,Computer Science and Engineering,PwD,1,857,Other State
2024,MNNIT Allahabad,Electronics and Communication Engineering,General,10503,11649,Other State
2024,MNNIT Allahabad,Electronics and Communication Engineering,OBC-NCL,4028,5050,Other State
2024,MNNIT Allahabad,Electronics and Communication Engineering,SC,2022,2713,Other State
2024,MNNIT Allahabad,Electronics and Communication Engineering,ST,1746,2623,Other State
2024,MNNIT Allahabad,Electronics and Communication Engineering,EWS,3507,4541,Other State
2024,MNNIT Allahabad,Electronics and Communication Engineering,PwD,84,1900,Other State
2024,MNNIT Allahabad,Electrical Engineering,General,15408,17202,Other State
2024,MNNIT Allahabad,Electrical Engineering,OBC-NCL,6426,7018,Other State
2024,MNNIT Allahabad,Electrical Engineering,SC,2936,4613,Other State
2024,MNNIT Allahabad,Electrical Engineering,ST,2467,4139,Other State
2024,MNNIT Allahabad,Electrical Engineering,EWS,5636,7426,Other State
2024,MNNIT Allahabad,Electrical Engineering,PwD,283,1254,Other State
2024,MNNIT Allahabad,Mechanical Engineering,General,15780,16826,Other State
2024,MNNIT Allahabad,Mechanical Engineering,OBC-NCL,6158,7695,Other State
2024,MNNIT Allahabad,Mechanical Engineering,SC,3185,4048,Other State
2024,MNNIT Allahabad,Mechanical Engineering,ST,2258,4019,Other State
2024,MNNIT Allahabad,Mechanical Engineering,EWS,5293,6985,Other State
2024,MNNIT Allahabad,Mechanical Engineering,PwD,1,1134,Other State
2024,MNNIT Allahabad,Civil Engineering,General,15544,17006,Other State
2024,MNNIT Allahabad,Civil Engineering,OBC-NCL,6262,7644,Other State
2024,MNNIT Allahabad,Civil Engineering,SC,3176,4455,Other State
2024,MNNIT Allahabad,Civil Engineering,ST,2498,3513,Other State
2024,MNNIT Allahabad,Civil Engineering,EWS,5656,7021,Other State
2024,MNNIT Allahabad,Civil Engineering,PwD,61,1669,Other State
2024,MNNIT Allahabad,Information Technology,General,6513,8157,Other State
2024,MNNIT Allahabad,Information Technology,OBC-NCL,2531,3880,Other State
2024,MNNIT Allahabad,Information Technology,SC,1296,1814,Other State
2024,MNNIT Allahabad,Information Technology,ST,904,2439,Other State
2024,MNNIT Allahabad,Information Technology,EWS,2155,2984,Other State
2024,MNNIT Allahabad,Information Technology,PwD,218,1491,Other State
2024,NIT Calicut,Computer Science and Engineering,General,6691,7827,Other State
2024,NIT Calicut,Computer Science and Engineering,OBC-NCL,2706,4496,Other State
2024,NIT Calicut,Computer Science and Engineering,SC,1482,2633,Other State
2024,NIT Calicut,Computer Science and Engineering,ST,1103,2628,Other State
2024,NIT Calicut,Computer Science and Engineering,EWS,2082,3217,Other State
2024,NIT Calicut,Computer Science and Engineering,PwD,173,1412,Other State
2024,NIT Calicut,Electronics and Communication Engineering,General,10209,11177,Other State
2024,NIT Calicut,Electronics and Communication Engineering,OBC-NCL,4171,5806,Other State
2024,NIT Calicut,Electronics and Communication Engineering,SC,1887,3190,Other State
2024,NIT Calicut,Electronics and Communication Engineering,ST,1721,2680,Other State
2024,NIT Calicut,Electronics and Communication Engineering,EWS,3691,4942,Other State
2024,NIT Calicut,Electronics and Communication Engineering,PwD,145,1625,Other State
2024,NIT Calicut,Electrical Engineering,General,15741,16476,Other State
2024,NIT Calicut,Electrical Engineering,OBC-NCL,6345,7322,Other State
2024,NIT Calicut,Electrical Engineering,SC,3086,4629,Other State
2024,NIT Calicut,Electrical Engineering,ST,2355,3709,Other State
2024,NIT Calicut,Electrical Engineering,EWS,5394,6798,Other State
2024,NIT Calicut,Electrical Engineering,PwD,84,993,Other State
2024,NIT Calicut,Mechanical Engineering,General,15693,17462,Other State
2024,NIT Calicut,Mechanical Engineering,OBC-NCL,6228,6813,Other State
2024,NIT Calicut,Mechanical Engineering,SC,2963,4861,Other State
2024,NIT Calicut,Mechanical Engineering,ST,2517,4430,Other State
2024,NIT Calicut,Mechanical Engineering,EWS,5404,6978,Other State
2024,NIT Calicut,Mechanical Engineering,PwD,197,2014,Other State
2024,NIT Calicut,Civil Engineering,General,15450,16215,Other State
2024,NIT Calicut,Civil Engineering,OBC-NCL,6159,7370,Other State
2024,NIT Calicut,Civil Engineering,SC,3167,3736,Other State
2024,NIT Calicut,Civil Engineering,ST,2480,3036,Other State
2024,NIT Calicut,Civil Engineering,EWS,5641,6179,Other State
2024,NIT Calicut,Civil Engineering,PwD,244,2210,Other State
2024,NIT Calicut,Information Technology,General,6317,7548,Other State
2024,NIT Calicut,Information Technology,OBC-NCL,2712,3967,Other State
2024,NIT Calicut,Information Technology,SC,1451,3272,Other State
2024,NIT Calicut,Information Technology,ST,1057,1666,Other State
